chromosome	start	end	strand	C%+G%	Obs/Exp	CG_count	len
chr18	48555638	48557334	+	63.33	0.94	160.0	1696	
chr18	48635911	48637499	+	58.25	0.6	79.0	1588	
chr18	48722317	48725432	+	65.14	0.79	260.0	3115	
chr18	49266973	49267494	+	57.58	0.7	30.0	521	
chr18	49866201	49867699	+	55.41	0.61	70.0	1498	
chr18	49868086	49868991	+	58.67	0.68	53.0	905	
chr18	51446787	51447359	+	54.9	0.87	23.0	572	
chr18	51750143	51751211	+	75.56	0.88	126.0	1068	
chr18	51752218	51752796	+	57.44	0.76	36.0	578	
chr18	51795463	51796823	+	59.49	0.72	86.0	1360	
chr18	51868844	51870546	+	71.92	0.6	131.0	1702	
chr18	51883671	51885032	+	60.69	0.75	91.0	1361	
chr18	52495266	52496142	+	57.99	0.63	46.0	876	
chr18	52625929	52626850	+	59.83	0.72	59.0	921	
chr18	52901819	52902334	+	51.07	0.6	20.0	515	
chr18	52989521	52990065	+	57.72	0.75	34.0	544	
chr18	53254607	53256005	+	58.23	0.93	110.0	1398	
chr18	53257019	53257649	+	59.68	0.68	38.0	630	
chr18	53331981	53332774	+	64.19	0.67	55.0	793	
chr18	53446528	53447898	+	59.34	0.89	107.0	1370	
chr18	54078235	54078754	+	55.11	0.72	28.0	519	
chr18	54239327	54240048	+	69.21	0.61	53.0	721	
chr18	54305255	54306480	+	58.12	0.78	80.0	1225	
chr18	54318299	54319005	+	61.19	0.73	48.0	706	
chr18	54788865	54789446	+	63.17	0.66	38.0	581	
chr18	54814254	54814842	+	64.97	0.81	49.0	588	
chr18	54926814	54927372	+	53.58	0.61	24.0	558	
chr18	54994784	54995367	+	60.89	0.88	47.0	583	
chr18	55019669	55021170	+	65.16	0.77	122.0	1501	
chr18	55094519	55096361	+	67.1	0.88	182.0	1842	
chr18	55101234	55104520	+	63.48	0.79	258.0	3286	
chr18	55104760	55106628	+	58.62	0.75	120.0	1868	
chr18	55106831	55108353	+	62.55	0.73	109.0	1522	
chr18	55108491	55109256	+	62.09	0.84	60.0	765	
chr18	55253458	55254240	+	69.95	0.88	82.0	782	
chr18	55275122	55275666	+	54.6	0.64	26.0	544	
chr18	55288641	55290185	+	61.01	0.8	115.0	1544	
chr18	55297174	55298179	+	58.61	0.73	63.0	1005	
chr18	55309186	55310132	+	55.29	0.97	68.0	946	
chr18	55468736	55471339	+	64.04	0.74	197.0	2603	
chr18	55504683	55505187	+	53.57	0.61	22.0	504	
chr18	55710243	55713252	+	61.12	0.84	234.0	3009	
chr18	55801377	55801905	+	53.6	0.85	32.0	528	
chr18	55922618	55924182	+	63.55	0.74	117.0	1564	
chr18	56126180	56127040	+	67.91	0.65	64.0	860	
chr18	56338212	56339383	+	74.64	0.8	130.0	1171	
chr18	56479250	56479753	+	55.86	0.64	25.0	503	
chr18	56514470	56515100	+	59.05	0.66	36.0	630	
chr18	56530261	56531419	+	73.83	0.88	138.0	1158	
chr18	56586257	56587072	+	54.97	0.64	38.0	815	
chr18	56806609	56807865	+	62.82	0.68	84.0	1256	
chr18	56887002	56888718	+	63.99	0.68	117.0	1716	
chr18	56931983	56933104	+	61.2	0.74	78.0	1121	
chr18	56934551	56935755	+	57.81	0.72	72.0	1204	
chr18	56935937	56937175	+	66.07	0.81	109.0	1238	
chr18	56939389	56942089	+	64.89	0.74	210.0	2700	
chr18	57025743	57026801	+	64.93	0.77	84.0	1058	
chr18	57363495	57365789	+	58.5	0.77	151.0	2294	
chr18	57566838	57568236	+	63.59	0.84	118.0	1398	
chr18	57636562	57637174	+	67.81	0.91	63.0	612	
chr18	57677235	57678523	+	57.69	0.75	80.0	1288	
chr18	58329365	58330941	+	55.14	0.62	74.0	1576	
chr18	59000331	59002182	+	61.8	0.73	128.0	1851	
chr18	59221278	59222052	+	62.53	0.94	71.0	774	
chr18	59406725	59407232	+	50.49	0.63	20.0	507	
chr18	59559929	59562405	+	66.24	0.77	208.0	2476	
chr18	59853179	59853868	+	50.36	0.83	36.0	689	
chr18	59853978	59855408	+	63.5	0.77	109.0	1430	
chr18	59991726	59993557	+	66.41	0.78	156.0	1831	
chr18	60051815	60052524	+	67.98	0.7	57.0	709	
chr18	60189510	60192479	+	72.08	0.9	347.0	2969	
chr18	60193420	60194384	+	60.27	0.88	77.0	964	
chr18	60263149	60264394	+	63.45	0.83	104.0	1245	
chr18	60381879	60384544	+	70.32	0.91	298.0	2665	
chr18	60984792	60986139	+	58.95	0.69	81.0	1347	
chr18	60986547	60988601	+	64.65	0.92	196.0	2054	
chr18	61033191	61033850	+	57.97	0.72	39.0	659	
chr18	61033952	61035505	+	66.26	0.87	148.0	1553	
chr18	61089154	61090358	+	61.88	0.8	92.0	1204	
chr18	61603401	61604535	+	62.7	0.66	73.0	1134	
chr18	61616338	61616895	+	63.02	0.63	35.0	557	
chr18	61637277	61637961	+	69.01	0.78	60.0	684	
chr18	61669728	61670277	+	68.67	0.76	49.0	549	
chr18	61693365	61694094	+	55.97	0.68	37.0	729	
chr18	62392705	62393433	+	68.27	0.61	52.0	728	
chr18	63139932	63140500	+	57.57	0.67	31.0	568	
chr18	63272244	63272923	+	69.66	0.64	53.0	679	
chr18	63417596	63419165	+	64.24	0.79	128.0	1569	
chr18	63854493	63855002	+	54.81	0.74	28.0	509	
chr18	64063016	64063677	+	65.36	0.62	43.0	661	
chr18	64559300	64559903	+	55.72	0.67	31.0	603	
chr18	65183220	65184400	+	70.08	0.91	130.0	1180	
chr18	66292462	66293059	+	56.78	0.64	31.0	597	
chr18	66381506	66382770	+	59.26	0.84	93.0	1264	
chr18	66546076	66546617	+	51.57	0.67	23.0	541	
chr18	67067510	67069464	+	68.83	0.91	208.0	1954	
chr18	67136629	67137249	+	56.61	0.72	36.0	620	
chr18	67361016	67361521	+	52.67	0.77	27.0	505	
chr18	67872522	67873859	+	55.27	0.93	95.0	1337	
chr18	67917252	67918303	+	55.19	0.75	59.0	1051	
chr18	67955534	67957141	+	74.61	0.94	209.0	1607	
chr18	68597293	68597888	+	51.93	0.7	28.0	595	
chr18	68879569	68880242	+	75.19	0.67	62.0	673	
chr18	69876206	69876791	+	74.02	0.74	59.0	585	
chr18	70208884	70209937	+	70.56	0.86	112.0	1053	
chr18	70210241	70211374	+	62.93	0.89	96.0	1133	
chr18	70211508	70212082	+	56.45	0.9	41.0	574	
chr18	70533758	70536914	+	67.02	0.87	306.0	3156	
chr18	71814385	71815782	+	58.84	0.86	104.0	1397	
chr18	71840754	71841583	+	53.68	0.74	44.0	829	
chr18	71957947	71959835	+	62.61	0.87	161.0	1888	
chr18	71982513	71983977	+	59.08	0.66	84.0	1464	
chr18	72094671	72095178	+	55.03	0.82	25.0	507	
chr18	72123456	72124814	+	70.69	0.87	147.0	1358	
chr18	72162838	72164228	+	67.19	0.74	115.0	1390	
chr18	72264173	72266096	+	62.19	0.83	154.0	1923	
chr18	72627424	72628735	+	50.95	0.88	42.0	1311	
chr18	72772077	72772762	+	58.25	0.84	49.0	685	
chr18	72801675	72802752	+	61.19	0.62	62.0	1077	
chr18	72816734	72817481	+	56.76	0.74	43.0	747	
chr18	72844256	72844796	+	53.89	0.61	24.0	540	
chr18	72882132	72882660	+	59.28	0.69	32.0	528	
chr18	72915919	72917599	+	65.06	0.73	130.0	1680	
chr18	72919756	72921786	+	67.93	0.88	207.0	2030	
chr18	72923014	72924290	+	73.12	0.99	167.0	1276	
chr18	72997452	72998238	+	60.31	0.62	44.0	786	
chr18	73167082	73168742	+	57.95	0.82	114.0	1660	
chr18	73300400	73301439	+	53.51	0.64	47.0	1039	
chr18	73348952	73349453	+	59.08	0.62	27.0	501	
chr18	73627867	73628832	+	70.36	0.8	96.0	965	
chr18	73972638	73973339	+	55.92	0.66	36.0	701	
chr18	73984994	73985538	+	51.1	0.7	25.0	544	
chr18	74060587	74061989	+	54.64	0.62	65.0	1402	
chr18	74062090	74063126	+	62.07	0.6	59.0	1036	
chr18	74113928	74114906	+	55.93	0.65	49.0	978	
chr18	74153092	74155148	+	68.48	0.77	185.0	2056	
chr18	74170270	74170846	+	59.2	0.87	44.0	576	
chr18	74172754	74173331	+	50.43	0.6	22.0	577	
chr18	74173558	74174212	+	56.27	0.6	31.0	654	
chr18	74202552	74205622	+	60.81	0.81	229.0	3070	
chr18	74205883	74207440	+	66.41	0.89	146.0	1557	
chr18	74208063	74208770	+	61.53	0.84	55.0	707	
chr18	74241387	74242473	+	54.6	0.73	59.0	1086	
chr18	74251773	74252431	+	54.26	0.65	31.0	658	
chr18	74261156	74261735	+	54.4	0.72	31.0	579	
chr18	74274355	74274889	+	55.81	0.65	27.0	534	
chr18	74298768	74299513	+	50.2	0.91	40.0	745	
chr18	74310866	74311544	+	50.15	0.68	29.0	678	
chr18	74323423	74324181	+	65.04	0.82	60.0	758	
chr18	74325424	74326113	+	57.62	0.71	40.0	689	
chr18	74470878	74471480	+	58.97	0.62	32.0	602	
chr18	74499181	74499922	+	55.47	0.83	47.0	741	
chr18	74513406	74514566	+	62.41	0.64	69.0	1160	
chr18	74533774	74535510	+	74.77	0.96	233.0	1736	
chr18	74606637	74607303	+	58.86	0.65	37.0	666	
chr18	74654490	74655075	+	57.95	0.61	30.0	585	
chr18	74701120	74702066	+	55.92	0.65	48.0	946	
chr18	74709290	74709935	+	57.83	0.71	38.0	645	
chr18	74710042	74710657	+	58.05	0.69	34.0	615	
chr18	74769686	74770831	+	60.87	0.65	69.0	1145	
chr18	74804063	74804873	+	58.15	0.7	47.0	810	
chr18	74843026	74845202	+	71.69	0.79	220.0	2176	
chr18	74876389	74876914	+	54.1	0.63	24.0	525	
chr18	74896154	74896713	+	52.24	0.66	25.0	559	
chr18	74961342	74964348	+	64.6	0.81	252.0	3006	
chr18	75133422	75133923	+	61.08	0.73	34.0	501	
chr18	75229680	75230889	+	55.58	0.68	63.0	1209	
chr18	75611785	75612641	+	66.0	0.76	71.0	856	
chr18	75773659	75774286	+	53.11	0.61	27.0	627	
chr18	75845313	75846036	+	57.95	0.66	40.0	723	
chr18	75871589	75872140	+	53.72	0.63	25.0	551	
chr18	75894374	75895061	+	53.71	0.62	25.0	687	
chr18	75920081	75920688	+	51.57	0.64	26.0	607	
chr18	75998606	75999915	+	60.81	0.67	78.0	1309	
chr18	76069002	76069873	+	57.41	0.82	58.0	871	
chr18	76079416	76080114	+	50.14	0.85	37.0	698	
chr18	76129130	76129723	+	56.83	0.69	33.0	593	
chr18	76150361	76151623	+	64.58	0.63	83.0	1262	
chr18	76189680	76190223	+	71.45	0.68	47.0	543	
chr18	76240328	76240969	+	53.04	0.69	31.0	641	
chr18	76262117	76263897	+	63.2	0.63	111.0	1780	
chr18	76266026	76267041	+	54.09	0.74	54.0	1015	
chr18	76278672	76279435	+	54.0	0.67	37.0	763	
chr18	76297809	76298411	+	52.99	0.64	27.0	602	
chr18	76367261	76368413	+	51.13	0.68	51.0	1152	
chr18	76397066	76398379	+	64.2	0.63	85.0	1313	
chr18	76445797	76446538	+	56.95	0.6	36.0	741	
chr18	76501271	76501919	+	54.32	0.61	29.0	648	
chr18	76513076	76513640	+	59.75	0.61	27.0	564	
chr18	76556717	76557555	+	60.38	0.93	71.0	838	
chr18	76559441	76560331	+	56.4	0.63	40.0	890	
chr18	76616555	76617831	+	59.09	0.76	84.0	1276	
chr18	76639242	76639867	+	64.32	0.87	56.0	625	
chr18	76673485	76673996	+	50.68	0.61	20.0	511	
chr18	76674108	76675072	+	57.88	0.73	58.0	964	
chr18	76684720	76686675	+	60.31	0.64	114.0	1955	
chr18	76693879	76694504	+	60.32	0.67	38.0	625	
chr18	76714898	76715699	+	54.81	0.6	36.0	801	
chr18	76724860	76725682	+	70.32	0.61	56.0	822	
chr18	76732936	76734935	+	68.38	0.87	204.0	1999	
chr18	76736906	76737711	+	57.14	0.81	53.0	805	
chr18	76737811	76741363	+	71.34	0.99	449.0	3552	
chr18	76751940	76755027	+	70.07	0.88	329.0	3087	
chr18	76755156	76755900	+	62.9	0.7	51.0	744	
chr18	76756779	76757511	+	59.29	0.7	45.0	732	
chr18	76765702	76767000	+	67.95	0.73	109.0	1298	
chr18	76782287	76783118	+	51.74	0.72	40.0	831	
chr18	76807061	76808094	+	57.12	0.72	61.0	1033	
chr18	76828639	76830088	+	66.87	1.05	170.0	1449	
chr18	76832594	76833675	+	66.05	0.6	70.0	1081	
chr18	76931869	76932644	+	60.26	0.7	48.0	775	
chr18	76976940	76977482	+	51.48	0.75	27.0	542	
chr18	77087416	77088199	+	58.11	0.96	63.0	783	
chr18	77101141	77101838	+	50.36	0.88	37.0	697	
chr18	77105726	77107098	+	55.1	0.68	69.0	1372	
chr18	77138549	77139435	+	60.5	0.68	55.0	886	
chr18	77139680	77140509	+	59.47	0.63	46.0	829	
chr18	77153721	77157534	+	69.71	0.83	384.0	3813	
chr18	77158790	77161934	+	65.87	0.74	252.0	3144	
chr18	77164156	77164957	+	54.56	0.62	36.0	801	
chr18	77166371	77167145	+	62.66	0.62	47.0	774	
chr18	77169782	77172517	+	63.22	0.66	180.0	2735	
chr18	77180002	77181158	+	59.86	0.74	71.0	1156	
chr18	77193347	77193986	+	61.03	0.67	40.0	639	
chr18	77209510	77210185	+	61.93	0.6	37.0	675	
chr18	77218228	77219517	+	62.84	0.66	83.0	1289	
chr18	77227133	77227843	+	59.15	0.92	57.0	710	
chr18	77232744	77235651	+	54.87	1.04	228.0	2907	
chr18	77246357	77248149	+	66.41	0.67	133.0	1792	
chr18	77253012	77255004	+	68.37	0.86	201.0	1992	
chr18	77270372	77271161	+	60.84	0.68	49.0	789	
chr18	77279715	77280415	+	57.71	0.68	39.0	700	
chr18	77284047	77285713	+	65.61	0.69	117.0	1666	
chr18	77288742	77289752	+	51.19	0.8	53.0	1010	
chr18	77290965	77291843	+	54.33	0.71	46.0	878	
chr18	77292005	77292956	+	61.2	0.61	52.0	951	
chr18	77325764	77326620	+	54.32	0.62	39.0	856	
chr18	77355851	77356738	+	54.57	0.65	43.0	887	
chr18	77376311	77378428	+	69.39	0.76	189.0	2117	
chr18	77390906	77391610	+	58.66	0.73	37.0	704	
chr18	77395082	77395626	+	58.82	0.65	30.0	544	
chr18	77397281	77398899	+	69.34	0.8	156.0	1618	
chr18	77409969	77410778	+	51.3	0.74	39.0	809	
chr18	77438778	77440490	+	69.92	1.0	208.0	1712	
chr18	77455992	77456864	+	63.07	0.63	52.0	872	
chr18	77463389	77464976	+	53.43	0.7	78.0	1587	
chr18	77465106	77465701	+	61.34	0.73	40.0	595	
chr18	77474259	77475572	+	62.99	0.63	82.0	1313	
chr18	77478814	77479388	+	62.54	0.61	33.0	574	
chr18	77492851	77493855	+	58.17	0.65	55.0	1004	
chr18	77494006	77494635	+	53.9	0.69	31.0	629	
chr18	77495022	77495912	+	64.94	0.71	67.0	890	
chr18	77496726	77497227	+	61.88	0.69	31.0	501	
chr18	77499263	77500326	+	63.41	0.73	78.0	1063	
chr18	77505217	77506564	+	70.75	1.3	206.0	1347	
chr18	77507372	77507922	+	63.82	0.63	35.0	550	
chr18	77539150	77539705	+	57.3	0.69	31.0	555	
chr18	77542410	77543812	+	59.49	0.61	75.0	1402	
chr18	77544661	77545349	+	60.32	0.67	42.0	688	
chr18	77547008	77549873	+	63.32	0.79	225.0	2865	
chr18	77549976	77550480	+	63.69	0.71	36.0	504	
chr18	77552402	77552934	+	62.03	0.72	36.0	532	
chr18	77555007	77555697	+	56.52	0.77	42.0	690	
chr18	77557182	77559130	+	69.1	0.83	190.0	1948	
chr18	77567100	77570079	+	64.59	0.69	214.0	2979	
chr18	77585409	77586241	+	52.76	0.78	45.0	832	
chr18	77586341	77586857	+	53.1	1.29	47.0	516	
chr18	77623133	77624644	+	71.54	0.92	177.0	1511	
chr18	77642556	77643579	+	62.27	0.85	83.0	1023	
chr18	77645730	77647153	+	63.74	0.66	62.0	1423	
chr18	77658817	77661221	+	65.68	0.61	158.0	2404	
chr18	77675812	77676357	+	62.57	0.91	44.0	545	
chr18	77710490	77713576	+	70.84	0.77	297.0	3086	
chr18	77717750	77718400	+	56.0	0.71	36.0	650	
chr18	77724003	77724931	+	71.55	0.75	89.0	928	
chr18	77733253	77733767	+	52.14	0.7	24.0	514	
chr18	77748046	77749407	+	64.88	0.95	136.0	1361	
chr18	77772852	77773402	+	54.36	0.76	31.0	550	
chr18	77792941	77794845	+	65.28	1.05	199.0	1904	
chr18	77865068	77865571	+	53.68	0.75	22.0	503	
chr18	77867105	77868099	+	68.31	0.95	109.0	994	
chr18	77905051	77906419	+	56.87	0.69	76.0	1368	
chr18	77917415	77918590	+	66.38	0.94	122.0	1175	
chr18	77942013	77942637	+	57.21	0.61	31.0	624	
chr18	77943484	77944118	+	56.31	0.87	28.0	634	
chr18	78003993	78005690	+	73.42	0.84	192.0	1697	
chr18	71560	73257	-	73.42	0.84	192.0	1697	
chr18	133132	133766	-	56.31	0.87	28.0	634	
chr18	134613	135237	-	57.21	0.61	31.0	624	
chr18	158660	159835	-	66.38	0.94	122.0	1175	
chr18	170831	172199	-	56.87	0.69	76.0	1368	
chr18	209151	210145	-	68.31	0.95	109.0	994	
chr18	211679	212182	-	53.68	0.75	22.0	503	
chr18	282405	284309	-	65.28	1.05	199.0	1904	
chr18	303848	304398	-	54.36	0.76	31.0	550	
chr18	327843	329204	-	64.88	0.95	136.0	1361	
chr18	343483	343997	-	52.14	0.7	24.0	514	
chr18	352319	353247	-	71.55	0.75	89.0	928	
chr18	358850	359500	-	56.0	0.71	36.0	650	
chr18	363674	366760	-	70.84	0.77	297.0	3086	
chr18	400893	401438	-	62.57	0.91	44.0	545	
chr18	416029	418433	-	65.68	0.61	158.0	2404	
chr18	430097	431520	-	63.74	0.66	62.0	1423	
chr18	433671	434694	-	62.27	0.85	83.0	1023	
chr18	452606	454117	-	71.54	0.92	177.0	1511	
chr18	490393	490909	-	53.1	1.29	47.0	516	
chr18	491009	491841	-	52.76	0.78	45.0	832	
chr18	507171	510150	-	64.59	0.69	214.0	2979	
chr18	518120	520068	-	69.1	0.83	190.0	1948	
chr18	521553	522243	-	56.52	0.77	42.0	690	
chr18	524316	524848	-	62.03	0.72	36.0	532	
chr18	526770	527274	-	63.69	0.71	36.0	504	
chr18	527377	530242	-	63.32	0.79	225.0	2865	
chr18	531901	532589	-	60.32	0.67	42.0	688	
chr18	533438	534840	-	59.49	0.61	75.0	1402	
chr18	537545	538100	-	57.3	0.69	31.0	555	
chr18	569328	569878	-	63.82	0.63	35.0	550	
chr18	570686	572033	-	70.75	1.3	206.0	1347	
chr18	576924	577987	-	63.41	0.73	78.0	1063	
chr18	580023	580524	-	61.88	0.69	31.0	501	
chr18	581338	582228	-	64.94	0.71	67.0	890	
chr18	582615	583244	-	53.9	0.69	31.0	629	
chr18	583395	584399	-	58.17	0.65	55.0	1004	
chr18	597862	598436	-	62.54	0.61	33.0	574	
chr18	601678	602991	-	62.99	0.63	82.0	1313	
chr18	611549	612144	-	61.34	0.73	40.0	595	
chr18	612274	613861	-	53.43	0.7	78.0	1587	
chr18	620386	621258	-	63.07	0.63	52.0	872	
chr18	636760	638472	-	69.92	1.0	208.0	1712	
chr18	666472	667281	-	51.3	0.74	39.0	809	
chr18	678351	679969	-	69.34	0.8	156.0	1618	
chr18	681624	682168	-	58.82	0.65	30.0	544	
chr18	685640	686344	-	58.66	0.73	37.0	704	
chr18	698822	700939	-	69.39	0.76	189.0	2117	
chr18	720512	721399	-	54.57	0.65	43.0	887	
chr18	750630	751486	-	54.32	0.62	39.0	856	
chr18	784294	785245	-	61.2	0.61	52.0	951	
chr18	785407	786285	-	54.33	0.71	46.0	878	
chr18	787498	788508	-	51.19	0.8	53.0	1010	
chr18	791537	793203	-	65.61	0.69	117.0	1666	
chr18	796835	797535	-	57.71	0.68	39.0	700	
chr18	806089	806878	-	60.84	0.68	49.0	789	
chr18	822246	824238	-	68.37	0.86	201.0	1992	
chr18	829101	830893	-	66.41	0.67	133.0	1792	
chr18	841599	844506	-	54.87	1.04	228.0	2907	
chr18	849407	850117	-	59.15	0.92	57.0	710	
chr18	857733	859022	-	62.84	0.66	83.0	1289	
chr18	867065	867740	-	61.93	0.6	37.0	675	
chr18	883264	883903	-	61.03	0.67	40.0	639	
chr18	896092	897248	-	59.86	0.74	71.0	1156	
chr18	904733	907468	-	63.22	0.66	180.0	2735	
chr18	910105	910879	-	62.66	0.62	47.0	774	
chr18	912293	913094	-	54.56	0.62	36.0	801	
chr18	915316	918460	-	65.87	0.74	252.0	3144	
chr18	919716	923529	-	69.71	0.83	384.0	3813	
chr18	936741	937570	-	59.47	0.63	46.0	829	
chr18	937815	938701	-	60.5	0.68	55.0	886	
chr18	970152	971524	-	55.1	0.68	69.0	1372	
chr18	975412	976109	-	50.36	0.88	37.0	697	
chr18	989051	989834	-	58.11	0.96	63.0	783	
chr18	1099768	1100310	-	51.48	0.75	27.0	542	
chr18	1144606	1145381	-	60.26	0.7	48.0	775	
chr18	1243575	1244656	-	66.05	0.6	70.0	1081	
chr18	1247162	1248611	-	66.87	1.05	170.0	1449	
chr18	1269156	1270189	-	57.12	0.72	61.0	1033	
chr18	1294132	1294963	-	51.74	0.72	40.0	831	
chr18	1310250	1311548	-	67.95	0.73	109.0	1298	
chr18	1319739	1320471	-	59.29	0.7	45.0	732	
chr18	1321350	1322094	-	62.9	0.7	51.0	744	
chr18	1322223	1325310	-	70.07	0.88	329.0	3087	
chr18	1335887	1339439	-	71.34	0.99	449.0	3552	
chr18	1339539	1340344	-	57.14	0.81	53.0	805	
chr18	1342315	1344314	-	68.38	0.87	204.0	1999	
chr18	1351568	1352390	-	70.32	0.61	56.0	822	
chr18	1361551	1362352	-	54.81	0.6	36.0	801	
chr18	1382746	1383371	-	60.32	0.67	38.0	625	
chr18	1390575	1392530	-	60.31	0.64	114.0	1955	
chr18	1402178	1403142	-	57.88	0.73	58.0	964	
chr18	1403254	1403765	-	50.68	0.61	20.0	511	
chr18	1437383	1438008	-	64.32	0.87	56.0	625	
chr18	1459419	1460695	-	59.09	0.76	84.0	1276	
chr18	1516919	1517809	-	56.4	0.63	40.0	890	
chr18	1519695	1520533	-	60.38	0.93	71.0	838	
chr18	1563610	1564174	-	59.75	0.61	27.0	564	
chr18	1575331	1575979	-	54.32	0.61	29.0	648	
chr18	1630712	1631453	-	56.95	0.6	36.0	741	
chr18	1678871	1680184	-	64.2	0.63	85.0	1313	
chr18	1708837	1709989	-	51.13	0.68	51.0	1152	
chr18	1778839	1779441	-	52.99	0.64	27.0	602	
chr18	1797815	1798578	-	54.0	0.67	37.0	763	
chr18	1810209	1811224	-	54.09	0.74	54.0	1015	
chr18	1813353	1815133	-	63.2	0.63	111.0	1780	
chr18	1836281	1836922	-	53.04	0.69	31.0	641	
chr18	1887027	1887570	-	71.45	0.68	47.0	543	
chr18	1925627	1926889	-	64.58	0.63	83.0	1262	
chr18	1947527	1948120	-	56.83	0.69	33.0	593	
chr18	1997136	1997834	-	50.14	0.85	37.0	698	
chr18	2007377	2008248	-	57.41	0.82	58.0	871	
chr18	2077335	2078644	-	60.81	0.67	78.0	1309	
chr18	2156562	2157169	-	51.57	0.64	26.0	607	
chr18	2182189	2182876	-	53.71	0.62	25.0	687	
chr18	2205110	2205661	-	53.72	0.63	25.0	551	
chr18	2231214	2231937	-	57.95	0.66	40.0	723	
chr18	2302964	2303591	-	53.11	0.61	27.0	627	
chr18	2464609	2465465	-	66.0	0.76	71.0	856	
chr18	2846361	2847570	-	55.58	0.68	63.0	1209	
chr18	2943327	2943828	-	61.08	0.73	34.0	501	
chr18	3112902	3115908	-	64.6	0.81	252.0	3006	
chr18	3180537	3181096	-	52.24	0.66	25.0	559	
chr18	3200336	3200861	-	54.1	0.63	24.0	525	
chr18	3232048	3234224	-	71.69	0.79	220.0	2176	
chr18	3272377	3273187	-	58.15	0.7	47.0	810	
chr18	3306419	3307564	-	60.87	0.65	69.0	1145	
chr18	3366593	3367208	-	58.05	0.69	34.0	615	
chr18	3367315	3367960	-	57.83	0.71	38.0	645	
chr18	3375184	3376130	-	55.92	0.65	48.0	946	
chr18	3422175	3422760	-	57.95	0.61	30.0	585	
chr18	3469947	3470613	-	58.86	0.65	37.0	666	
chr18	3541740	3543476	-	74.77	0.96	233.0	1736	
chr18	3562684	3563844	-	62.41	0.64	69.0	1160	
chr18	3577328	3578069	-	55.47	0.83	47.0	741	
chr18	3605770	3606372	-	58.97	0.62	32.0	602	
chr18	3751137	3751826	-	57.62	0.71	40.0	689	
chr18	3753069	3753827	-	65.04	0.82	60.0	758	
chr18	3765706	3766384	-	50.15	0.68	29.0	678	
chr18	3777737	3778482	-	50.2	0.91	40.0	745	
chr18	3802361	3802895	-	55.81	0.65	27.0	534	
chr18	3815515	3816094	-	54.4	0.72	31.0	579	
chr18	3824819	3825477	-	54.26	0.65	31.0	658	
chr18	3834777	3835863	-	54.6	0.73	59.0	1086	
chr18	3868480	3869187	-	61.53	0.84	55.0	707	
chr18	3869810	3871367	-	66.41	0.89	146.0	1557	
chr18	3871628	3874698	-	60.81	0.81	229.0	3070	
chr18	3903038	3903692	-	56.27	0.6	31.0	654	
chr18	3903919	3904496	-	50.43	0.6	22.0	577	
chr18	3906404	3906980	-	59.2	0.87	44.0	576	
chr18	3922102	3924158	-	68.48	0.77	185.0	2056	
chr18	3962344	3963322	-	55.93	0.65	49.0	978	
chr18	4014124	4015160	-	62.07	0.6	59.0	1036	
chr18	4015261	4016663	-	54.64	0.62	65.0	1402	
chr18	4091712	4092256	-	51.1	0.7	25.0	544	
chr18	4103911	4104612	-	55.92	0.66	36.0	701	
chr18	4448418	4449383	-	70.36	0.8	96.0	965	
chr18	4727797	4728298	-	59.08	0.62	27.0	501	
chr18	4775811	4776850	-	53.51	0.64	47.0	1039	
chr18	4908508	4910168	-	57.95	0.82	114.0	1660	
chr18	5079012	5079798	-	60.31	0.62	44.0	786	
chr18	5152960	5154236	-	73.12	0.99	167.0	1276	
chr18	5155464	5157494	-	67.93	0.88	207.0	2030	
chr18	5159651	5161331	-	65.06	0.73	130.0	1680	
chr18	5194590	5195118	-	59.28	0.69	32.0	528	
chr18	5232454	5232994	-	53.89	0.61	24.0	540	
chr18	5259769	5260516	-	56.76	0.74	43.0	747	
chr18	5274498	5275575	-	61.19	0.62	62.0	1077	
chr18	5304488	5305173	-	58.25	0.84	49.0	685	
chr18	5448515	5449826	-	50.95	0.88	42.0	1311	
chr18	5811154	5813077	-	62.19	0.83	154.0	1923	
chr18	5913022	5914412	-	67.19	0.74	115.0	1390	
chr18	5952436	5953794	-	70.69	0.87	147.0	1358	
chr18	5982072	5982579	-	55.03	0.82	25.0	507	
chr18	6093273	6094737	-	59.08	0.66	84.0	1464	
chr18	6117415	6119303	-	62.61	0.87	161.0	1888	
chr18	6235667	6236496	-	53.68	0.74	44.0	829	
chr18	6261468	6262865	-	58.84	0.86	104.0	1397	
chr18	7540336	7543492	-	67.02	0.87	306.0	3156	
chr18	7865168	7865742	-	56.45	0.9	41.0	574	
chr18	7865876	7867009	-	62.93	0.89	96.0	1133	
chr18	7867313	7868366	-	70.56	0.86	112.0	1053	
chr18	8200459	8201044	-	74.02	0.74	59.0	585	
chr18	9197008	9197681	-	75.19	0.67	62.0	673	
chr18	9479362	9479957	-	51.93	0.7	28.0	595	
chr18	10120109	10121716	-	74.61	0.94	209.0	1607	
chr18	10158947	10159998	-	55.19	0.75	59.0	1051	
chr18	10203391	10204728	-	55.27	0.93	95.0	1337	
chr18	10715729	10716234	-	52.67	0.77	27.0	505	
chr18	10940001	10940621	-	56.61	0.72	36.0	620	
chr18	11007786	11009740	-	68.83	0.91	208.0	1954	
chr18	11530633	11531174	-	51.57	0.67	23.0	541	
chr18	11694480	11695744	-	59.26	0.84	93.0	1264	
